titulo,local,data,status,texto
CHASSI [Editado pelo Reclame Aqui] PARTE 2,Recife - PE,17/11/2025 às 13:18,Respondida,"CHASSI [Editado pelo Reclame Aqui], DEU PROBLEMA NO SISTEMA NACIONAL DE TRÂNSITO E AGORA NÃO ACEITA NO SISTEMA DA BYD, RESUMINDO NÃO CONSIGO ME CADASTRA E NEM USAR O APLICATIVO DA BYD,E SEM NENHUMA PREVISÃO, COMPREI O CARRO BASICAMENTE SEM NENHUM BENEFÍCIO, PAGUEI A VISTA E AGORA DEU PROBLEMA DE NOVO COM O CHASSI,PENSE, O VENDEDOR E A BYD PARVI FORAM MUITO BONS, MAIS A BYD BRASIL, DECEPÇÃO TOTAL."
"Total descaso da BYD com o consumidor: falta de peças, atendimento ineficiente e ausência de suporte",Curitiba - PR,17/11/2025 às 13:11,Respondida,"BYD é um completo descaso com o consumidor.Estou há mais de dois meses aguardando peças para meu carro e, até agora, nada. Nenhuma previsão, nenhuma solução, nenhuma preocupação real com o cliente. O atendimento simplesmente empurra a culpa para a montadora e a montadora empurra a responsabilidade para a concessionária. No final, quem paga a conta é você, que fica com um carro parado, sem assistência e sem qualquer suporte.É inacreditável: você compra um veículo zero, com garantia, acreditando na propaganda de tecnologia e inovação, mas quando precisa de algo básico  peça, atendimento, pós-venda  descobre que está totalmente sozinho. A sensação é de abandono total.E não é só atraso:Não dão prazo real, sempre enrolam.Não assumem responsabilidade, cada setor joga para o outro.Zero transparência, você nunca sabe o que realmente está acontecendo.Nenhum suporte adequado, é como se o cliente não tivesse importância alguma.Sinceramente, pense muito bem antes de comprar qualquer veículo da BYD. Se der qualquer problema  e pode acontecer com qualquer marca  você vai ficar literalmente na mão, aguardando por semanas ou meses, sem carro e sem solução.Eu achava que estava comprando qualidade e tecnologia; na prática, comprei dor de cabeça, atraso e um pós-venda que simplesmente não existe."
Veículo BYD 0km com defeitos e falta de peças de reposição,Itatiba - SP,17/11/2025 às 13:06,Respondida,"Quero deixar registrado a minha indignação com a empresa BYD, comprei um veículo 0 km após a primeira revisão foi constatado que está com problema na caixa de direção, peça a essa que estou a mais de 30 dias aguardando retorno para troca não tem a peça !!! simplesmente não falam quando vai chegar já perdi 2 pneus prematuramente por causa de desgaste Devido a essa peça estar com problema, Pra minha surpresa antes de 30 mil Km deu defeito em uma maçaneta o veículo não abre mais por dentro só por fora, até o momento nada de retorno, estou sendo atendido pela BYD Daruj Jundiaí super bem atendido por sinal, entendo que eles não tem culpa do acontecido, minha indignação é com a empresa em geral não ter reposição de peça e simplesmente não se responsabilizar por danos acontecidos pela falta da peça deles, Indignado Um veículo teoricamente caro que você compra 0 km pra não ter problemas está cheio de defeitos, simplesmente aparenta ser descartável Até o fato de dar problema super entendo a questão é que eles não fazem o mínimo pra resolver."
Dificuldade em adicionar veículo ao app BYD e cadastrar chave NFC,Joinville - SC,17/11/2025 às 12:39,Em réplica,"Desde a compra do meu veículo em 31/07/2025, não consigo adicionar o meu veículo ao app BYD, já reclamei com a BYD de joinville, já enviei email, e já telefonei para o SAC. Incrível o descaso com os clientes, em nenhum dos canais disponíveis obtive qualquer tipo de resposta. Quero adicionar a chave NFC no meu carro e não consigo nem acessar o básico da aplicação que seria o meu veículo cadastrado. Já foi aberto um chamado pela própria concessionária pedindo para adicionar o veículo e também não foi respondido pela BYD. Quero o meu carro cadastrado no aplicativo e quero cadastrar a chave NFC."
Demora excessiva no reparo e falta de carro reserva,Paulista - PE,17/11/2025 às 11:19,Respondida,"Meu carro apresentou um problema de falta de potência, levei ao concessionário local aqui em Recife em 11/11 que me deu um prazo de 25 dias úteis, ou seja mais de um mês para entregar o carro, hoje 17/11 entrei em contato para saber da previsão da chegada da peça (controlador), então para uma empresa que procura ter um pós venda decente como pode deixar o consumidor mais de 30 dias sem o carro, nem carro reserva foi disponibilizado. Já entrei em contato com BYD Protocolo BYD ***** que falaram que iriam dar um retorno sobre essa entrega mas até agora nada."
Veículo BYD Seal 2025 com defeitos graves e recorrentes: Desligamento em movimento e direção travada,Pareci Novo - RS,17/11/2025 às 11:04,Em réplica,"Comprei um veiculo Seal da fabricante BYD modelo 2025 na concessionária IESA BYD na cidade de *****. O Veiculo antes de completar 20 mil km, antes da primeira revisão obrigatória na concessionária começou apresentar defeitos (vícios ocultos), defeito extremamente preocupante, o veiculo desligava em movimento, travando a direção (risco de alto potencial para segurança do condutor, pedestres e terceiros). Ao identificar este defeito, entrei em contato com o ***** da BYD, qual solicitou um guincho e levou para concessionária IESA BYD Novo Hamburgo em 28/07/2025. Dia 30/07/2025, 02 dias depois retirei o veiculo da concessionária, com a alegação que não foi identificado o motivo da pane (vício oculto). Retornei para minhas rotinas, 11 dias após o veiculo volta a parar em cima da BR 386 quase ocasionando um acidente. Liguei novamente para concessionária IESA BYD Novo Hamburgo para relatar o caso, levei meu veiculo novamente para concessionária, identificaram que havia uma falha no ""chicote elétrico"" e que a peça seria importada, o carro só foi liberado novamente em 02/10/2025, ou seja 51 dias para entregar um veiculo seguro e nas condições que foi formalizada e pactuado na compra, uma compra realizada a vista. Após a entrega do veiculo em 02/10/2025, o mesmo veio a apresentar novamente o problema de desligar, agora o veiculo só liga de forma reiniciada (reiniciando a configuração original). Cansado do péssimo atendimento da BYD e da concessionária da IESA Novo Hamburgo, levo o veiculo na concessionária BYD de Porto Alegre, BYD Via Porto, localizada na Avenida Ipiranga. Deixo o veiculo no dia 28/10/2025 e até o momento não foi liberado. Somados, são mais de 70 dias que a BYD não entrega o veiculo nas condições que comprei. Agravante, neste ultimo atendimento, me forneceram apenas 7 dias um veiculo reserva, o qual não estou conseguindo prorrogar e a empresa locadora, Localiza quer cobrar os dias adicionais de meu *****. A concessionário BYD Via Porto confirmou que a falha no chassi é oculta, um falha causando várias falhas. Anexo exigências das conversas. Não tenho mais confiança neste veiculo, problemas de segurança com risco para minha vida e de minha família, solicito que a BYD forneça um novo carro."
Wallbox com defeito impede carregamento em casa e gera custos externos,Moreno - PE,17/11/2025 às 10:37,Em réplica,"Eu adquirir o carro no dia 04/07/2024, comprei avista e o WALLBOX foi instalado corretamente, sendo que ele parou de funcionar,entrei em contato com a loja ,com a BYD do Brasil para o setor de garantia vir aqui em casa para analisar o que ocorreu e consequentemente eu ganhar outro carregador,pois estou gastando para carregar o carro fora de casa, pois eu tenho geração própria e não é viável eu carregar em outro lugar."
Atraso na documentação do BYD Dolphin Mini impede transferência de propriedade,São Paulo - SP,17/11/2025 às 10:28,Respondida,"Olá, fiz a compra de um Byd dolphin mini e não consigo fazer a documentação do carro, por a Byd não fez a autorização para transferência de propriedade do veículo (ATPV-e), o vendedor da loja já tentou diversas vezes solução junto a vocês e não tem resposta, eu estou com meu veículo sem documento, vocês ja atrasaram a entrega do veículo em 3 meses e agora isso, peço que resolvam isso com urgência, aguardo retorno !"
Comprei e não recebi o carro,Marechal Cândido Rondon - PR,17/11/2025 às 09:13,Resolvido,"Fiz a compra de um Byd DOLPHIN GS e não recebi o carro. O pedido foi feito há dois meses e meio, já está pagao integralmente, e ainda não tenho nem perspectiva de receber o carro. Isso é um derespeito ao cliente, um absurdo. Além disso não querem devolver o dinheiro. Afirmam que se devolver vai demorar 45 dias para receber. Isso fere o código do consumidor. Segundo o CDC o cliente tem direito a receber imediatamente o valor pago e com correções monetárias. Tentei ligar na central e eles desligam no meio do atendimento, não consegui nem se quer registrar uma reclamação. Nunca mais irei comprar nessa empresa. Não recomendo a ninguém, não é uma empresa séria. Não é confiável!"
Carregador do carro BYD apresentou defeito após 3 meses de uso e garantia não resolveu.,Bauru - SP,17/11/2025 às 09:04,Respondida,"Comprei o carro em fevereiro de 2025 e o carregador durou três meses. Trabalhava com o modelo D1 da BYD por dois anos e carregava o carro com o carregador da Greev e nunca tive problema. Acionei a garantia e até o momento nada. Voltei a carregar o carro com o carregador da Greev.Os carros são ótimos mas, o carregador não."
Atraso excessivo no reparo do veículo após sinistro e cobrança adiantada,São José - SC,16/11/2025 às 09:00,Respondida,"Tive um sinistro, paguei ADIANTADO! Até agora não arrumaram meu carro, já se passaram 30 dias. Liguei para lá e nem chegaram as peças ainda, nem tocaram no meu carro. Eu vou repetir, eles te cobram adiantado o valor total do reparo, te passam uma previsão, quando você liga para saber do veículo, descobre que nem chegaram as peças ainda. Aí te passam mais uma previsão de +50% da data inicial. Se vocês não tem a competência de cumprir com o que promotem, não cobrem adiantado! Sou motorista de app, tenho o carro para pagar, e agora tô com o concerto para pagar, sem renda, pois meu carro está a mais de 30 dias parado, me cobraram o pagamento ADIANTADO! E me passaram uma previsão errada de quando o carro ficaria pronto! Se tiver algum advogado para me ajudar eu agradeço!!!!! Meu número é *****"
"Carro desligando na rodovia, risco à família, garantia negada por uso de pneu não original.",Feira de Santana - BA,16/11/2025 às 04:13,Não resolvido,"O carro está desligando com 40% na rodovia, colocando minha familia em risco. Travou com todos dentro, tivemos que quebrar os vidros pra poder sair!! Isso é um [Editado pelo Reclame Aqui], vou vender o carro por qualquer 20% da fipe, virou sucata. E pra piorar, estao negando a garantia, porque não coloquei pneu original byd, sendo que eles cobram mais de mil reais em cada pneu de péssima qualidade.."
Não cumprimento de bônus de recarga Mini Dolphin após 105 dias da compra,Santo André - SP,15/11/2025 às 17:27,Em réplica,"COMPREI MINI DOLPHIN EM 30/07/2025 PRA MINHA ESPOSA NA PROMOÇÃO SEMANA ELETRIZANTE NA VIAMAR EM S B DO CAMPO - VER ANEXO, DEVERIA RECEBER R$ 1.500,00 EM BONUS PARA RECARGA, EM 45 DIAS. JÁ SE FORAM 105 DIAS.VOLTEI 5 VEZES NA CONCESSIONÁRIA, O PESSOAL É MUITO ATENCIOSO, MAS, NINGUÉM SABE COMO RESOLVER.JÁ ME PASSARAM TELEFONE DO RIO DE jANEIRO, QUE ME PASSOU PARA A TUPI - RECARGAS, E QUE ME REPASSOU PARA A BYD, HÁ MUITOS PROTOCOLOS ABERTOS. RECONHECEM O PROBLEMA, FIZERAM ATÉ UM COMUNICADO DE QUE IRIAM RESOLVER EM 20 DIAS, MAS, NADA.UMA PENA, O CARRO É MARAVILHOSO, E O ATENDIMENTO NA CONCESSIONÁRIA É MUITO BOM, MAS, NÃO SABEM RESOLVER.NÃO QUERO FICAR COM A IMPRESSÃO DE PROPAGANDA ENGANOSA, DE EMPRESA TÃO BEM CONCEITUADA."
